CS1,CS2,CS3,CS4,CS5,CS6,Energie,Poids,N° image
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.021826717187131,3626.74483593621,145
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0443253930106495,3059.44413739029,146
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0301332182023841,3174.01907304918,147
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0210158045416138,3549.18526449875,148
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0432331073608492,3118.88984514473,149
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0438078417275312,3242.39450454696,150
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.044980231723327,3054.98242255031,151
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0238509798662464,3670.86295824109,152
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0224479898722057,3275.19328710187,153
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0217442245875695,3622.38058108074,154
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0431700327141857,3076.37149201388,155
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0275758776383863,3315.40419483662,156
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0426288614042763,3075.10160940205,157
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0281494536270948,3189.77492994605,158
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0283266171761476,3310.564523658,159
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0232985738297928,3254.57655163226,160
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0248074919975843,3212.85521285057,161
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0212330890412553,3370.09630924024,162
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0441498024137777,3126.50948256551,163
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.021511386346147,3541.93843956576,164
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0296367666382988,3214.76191126774,165
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.021210301112302,3522.49129600517,166
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0390033837316977,3208.85523431007,167
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0218180371012938,3586.94725530321,168
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0254077423362637,3219.79496030432,169
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0219663503293806,3277.82310926061,170
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0377018706834958,3099.87814474179,171
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0229224188464053,3305.18236791153,172
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0228929262391344,3694.71696737373,173
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0432217518602413,3088.3275999071,174
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0241499069911884,3220.07777444489,175
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0232936807109781,3302.01478780323,176
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0220193260426608,3547.31402572709,177
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0401874125351762,3152.49581349539,178
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0269607188918688,3191.67145141786,179
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0399189921826054,3111.84146231642,180
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0236726758936334,3290.82170232604,181
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.025669201260359,3194.77761871524,182
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0401537688375157,3180.78460991006,183
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0235901534919778,3230.36148335879,184
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0400201098420825,3106.95893125549,185
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0343717365094284,3129.27207395228,186
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0272040779351671,3177.01613851887,187
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0262151251657318,3187.15723771357,188
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0402798213289313,3221.54141679464,189
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0446413773292259,3164.65388268322,190
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0204221314143234,3423.61315384862,191
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0294540647642847,3158.08652871881,192
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0208407345973981,3528.15317886312,193
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0269797857028682,3182.56681397222,194
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0226571334809552,3318.20848194053,195
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0200546256857713,3391.88564952786,196
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0436896685038758,3075.54078823291,197
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0306374001738357,3175.71417675695,198
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0221562043224672,3258.0711482868,199
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0282844275229186,3180.4413823636,200
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0292502968220019,3225.44161753306,201
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0224528763778935,3414.71597109097,202
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0246388261873367,3854.6336792666,203
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.028129499719944,3319.11483894604,204
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.035338969615951,3169.55877133614,205
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0386833787541128,3088.11591464435,206
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0203217387773171,3448.92813664187,207
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0449450764751968,3164.91597920661,208
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0232163318451691,3264.27986751234,209
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.021741339541877,3283.98192909051,210
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0215689283590373,3288.31555127896,211
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0232463722620755,3307.33269593129,212
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0412983959407069,3212.54385471383,213
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0229939723670435,3550.58111470157,214
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0243352628098188,3828.96384990991,215
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0446872698953879,3056.23521249239,216
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0237629246279477,3742.56236849858,217
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0223872075552903,3252.02051753484,218
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0209802617972985,3547.07010028429,219
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0272003534285882,3224.5485175334,220
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.023385257284132,3580.90483171989,221
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0205192508137248,3319.19294720695,222
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0421959636518702,3080.95853178716,223
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0295826097389067,3160.40130098508,224
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0437993045400081,3068.72843643224,225
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0447574253562476,3056.27936682025,226
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.020113029106921,3361.96248916006,227
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0217520251631861,3624.07566813773,228
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0254316255176449,3411.64358314293,229
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0374598899236256,3176.68246063009,230
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0238793927596927,3452.65366108936,231
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0446809999237013,3056.37261172257,232
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0210169720990802,3301.46102324057,233
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0268287034619774,3366.34970551202,234
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0361616915805068,3102.95253790343,235
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0244461836473344,3511.04800228886,236
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0400227185389137,3161.44988567703,237
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0301232500015898,3146.57097514981,238
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0364390131099215,3133.8841176683,239
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0403867674972279,3099.10123505536,240
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0251472950420606,3278.84723529321,241
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0225416477654107,3412.71803666858,242
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0333440905221819,3245.44827760907,243
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0208660408444186,3534.60157808866,244
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0449463937260004,3076.11180116956,245
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0449552377235609,3090.72607316717,246
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.024136630410155,3788.14782823667,247
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0236635011163902,3289.10807344185,248
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0258361822189864,3281.88875862921,249
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0445440997999031,3057.75379371061,250
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0240237666406314,3444.70792676246,251
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0416717095696349,3107.39581238732,252
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0306613248491976,3142.17102819087,253
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0287727301146703,3190.95614380077,254
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0446445672415468,3071.28910501128,255
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0267398992837629,3288.42212153839,256
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0438312064796226,3074.08468408387,257
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0436690704349206,3090.93524276628,258
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0321023114207677,3167.70368875671,259
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0448826200751844,3058.27446789186,260
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0266758084687279,3204.71646048522,261
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0449548968866836,3140.89604264753,262
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0353621192860388,3113.95023610341,263
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0318668837699196,3207.00299460215,264
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0386159467440938,3100.88152487196,265
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0446477615245145,3057.67450082044,266
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0242737057512766,3233.69899731344,267
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0381214682982705,3121.01209862537,268
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0445284231644768,3259.72233574142,269
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0249043951960487,3218.0899122025,270
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0221638218475102,3262.12599338188,271
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0204354936544695,3483.0607735108,272
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0442779570368866,3157.32400336159,273
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.020403369144688,3435.10443926885,274
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0446903969515927,3098.97189739982,275
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0426315013697708,3077.88576159366,276
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0276880139931957,3170.99587048883,277
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0248117956528818,3420.68488632592,278
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0209989070150782,3483.93651877303,279
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0225816022437515,3692.74504676281,280
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0405533555444134,3077.81128284963,281
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0204454412332937,3477.27119057172,282
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0403405765387127,3082.99788503392,283
0.022575,0.022575,0.022575,0.022575,0.022575,0.022575,0.0230519171996598,3301.32473268194,284
